enterprise_id,probability
2c2dbd31471849e48146a52f8a4bc9f1,0.23973802710413397
37b2132232d54aa58701acacae8f81a2,0.26094896135363876
52a541286fbf45e9b5d2d9a0c1b641a1,0.5868149802220496
007197d1a3144568a39ce7676291cef3,0.1742193186649204
72edcdcd73bf4bef95d3170bcde261cc,0.3443479893433322
eb9ecbdd76084db99725e4c3e4362f80,0.3358527229653456
fc5bac2cf8224b4d9f7a61c6ce4c4608,0.12813085275566938
21831df7e70541fdbc6459f7324f5f11,0.32429109725360133
f5750b0cef8a450bb65ab95668662b3c,0.24069442619810907
1e99766c699549df9c63347c91cd093d,0.3410449994172365
0abc3bee28ab489f89e3adca8f81c0a2,0.12063804694645291
370479e314f54b11a6dd153ed23b373d,0.050800641147564114
a7ac90c969024c9abd483d337b119c25,0.11715361774368944
26455f34b6f34a1e9d96f2a869fecb72,0.5791302274909464
bf7a82ae6b044bb0b57955698092cf09,0.7749528312369118
5f875482832748fbb2b2607e34d211bd,0.25459422723532266
a3ee54e8ea464fb982fa4d13713eab35,0.797727905640272
775d2a0b1f2d4be1aadb850cbfe80d5f,0.4473837433414338
d3ff358c92444f3bb77db34a2784660e,0.5709560343314036
b9119dafea9444a7b8136c2090f0447c,0.4590445666332492
ac812e691851405eb2b3adf02df4abb8,0.42826013313715255
6e2009efda81419ca1e703687e21f7d0,0.43916552635986816
b79c6ab06dfe4949a1904b4409d2c78f,0.6694878098556474
2b582f0d68a2482a9abb0f2b718f60d2,0.09975036051862407
816eedbd004f4fb3b5bd8b1418b46f49,0.6063516630427442
f5fa095a1dd142b2a9099f0d60afd0cf,0.30557028795894264
c7a9708cec034c7b9d93bedb56c2870f,0.10094349880808096
6ffdf92dd50e4b4cb6de234badd64843,0.6460708527776977
0b85d1db700f4aaa90f53966093e348b,0.07330368167075675
ed8a22aaa72e4b4581933cb6420d3387,0.47027106806113206
c8846e3c3917400a81df534c6fa46a9d,0.016543004863343154
17461ee79475416c81f6a8f5c535f034,0.639112474029699
ee4d1ea2d840446f9ef2a2f429569c84,0.10741872528344143
19beee5ee5804058ad24944a40e7b86c,0.12061495487213734
68715b3940fb4aee96f9c5fd1ac3aa89,0.42793496596756175
61e9669548e04456ad9cd4d428d87135,0.4952076882594788
6b59551973a148f9808228806d524e8e,0.09813791574909947
5fe8e452aeef4b0d981358f8c78867bf,0.3800805288871422
a5153c7a65414a6f86fbcc0b8598435c,0.6533448777443132
9bdc725e8ab24f53935b77a9f5d378ce,0.2053372642639347
2ec21bee8c6d43489911ea9f5a3b802e,0.6541517908547743
510e1ed72af042a693d41f54c58cd8e7,0.20787180048839443
06aaa71e07c04f7f8a1ee4405249031b,0.6616555640463938
cc8e728ed1f14e06bdf3232d0fa1b944,0.19409984801361838
28b3937c39b4446fae454671f585ef3c,0.2565583592144358
f85dca294012421abe49e3ad0008b1c7,0.11779249262790188
ba63a2a74a574fa29b7f0040d5559c9f,0.6455531080123302
7d60eaf41a3a43b4a226f0114c6530a5,0.8465878938162206
0c01fdaa900b4b1eb7bcb8354733401f,0.6422014024475049
0c434478c22b44faa9b71284c9336c2b,0.670277629498274
cd6ac47941474be0a7bf5e7c317c3e75,0.10240124756661012
fd8d5fb993364cc69fee171dc8a36d1c,0.3859350459089262
c1cb0f8c02e044cba7416f932fac5a35,0.37596363739409977
889b5cb31f074df183814c142003be31,0.42114025311141473
56cdbff99e1540659910c42366c73ec3,0.17343050319437597
f9492e823dcf49158429dd661e65bb1e,0.5389955829578758
c6f8d7de93d141669ccebf14101f60f1,0.8001519710504529
2d172e5427734d639f88b8888ae54ac1,0.0960004205382003
e174a7d0c61947978f8616f460094fb5,0.44114881111677656
578e504707ea4617b43af4f2924f7b94,0.03638719235486931
260299135d1b4e6d9893a7db107c75c4,0.20169948241282037
2605e721ed5f441cb4bedf337ba7bb0a,0.03445639664424588
eff3650d2aab4034bd1fb38b9e19840d,0.509952714579411
c827bfb6aac2480b9662f20a10767f10,0.09647213375952182
63ac37d392484fb3964ed2f088a9cdbb,0.05340325444641852
debc5694cffc4ee5a1a88505c527f66e,0.16943768443000784
2e40229547da443cafc7309ae4cbbe47,0.19956560914372468
c8674f887a204b1a8a4d3e655851524d,0.40956104099505786
69cadc35b32e4bad9600c81bd9791197,0.029667306223603734
71dbb16f2f3940ac9359ed431f83d356,0.2013713731087255
98a31355f4804451867b595e011b0325,0.15155328928351056
0a1eeee1b51643b6bc9f5a496de67d82,0.36098400888006
9c59b071b49d430ea449b563d283b5c3,0.6296536256283273
b7160edf2ca74fa185967c06b193ccd7,0.33136982774186824
2a240acbc2bf4be1b39b1d5c60436979,0.7519466694672944
91ecdc93239345aa80a37df0eaebf5bb,0.15632883359003313
d0d21b2eeae241c984ef269f8c4df2f4,0.4762079244299272
a1148250e1be4ce58c8971cc4fd154ac,0.15026068725396438
8619fe99d3584c6e9b675ef86b59d1b8,0.01877638232465645
a9b4e6693e714ea7a9b160ffc2c3a3e1,0.25645832481288516
e982297bd1a34e36959352a63af6456f,0.014156722566388284
33b5bf474fb5402fa9a30ea92e381504,0.1253561596902981
